,Segment,Cluster,Total_Flights,Redemption_Rate
10783,Engaged_Redeemers,0,154.6,0.34066891569203256
10784,Frequent_Non_Redeemers,1,115.4,0.0
10785,Frequent_Non_Redeemers,1,242.2,0.1836657772218144
10786,Engaged_Redeemers,0,82.2,0.31718219130500214
10787,Occasional_Flyers,2,46.0,0.39485934021453145
10789,Frequent_Non_Redeemers,1,238.5,0.0952804583539174
10790,Frequent_Non_Redeemers,1,162.5,0.0
10791,Engaged_Redeemers,0,200.8,0.4711135462527191
10792,Engaged_Redeemers,0,54.0,0.4854183701281003
10793,Frequent_Non_Redeemers,1,180.6,0.0862829742763077
10794,Occasional_Flyers,2,29.0,0.0
10795,Occasional_Flyers,2,6.0,0.0
10796,Frequent_Non_Redeemers,1,168.6,0.0
10797,Frequent_Non_Redeemers,1,177.4,0.171774224848765
10798,Frequent_Non_Redeemers,1,211.4,0.23712628491285684
10799,Occasional_Flyers,2,6.0,0.0
10800,Engaged_Redeemers,0,146.4,0.5670398217872139
10801,Engaged_Redeemers,0,152.5,0.7640475618154657
10802,Engaged_Redeemers,0,119.8,0.8708073940061896
10803,Frequent_Non_Redeemers,1,267.1,0.33599445831250163
10804,Engaged_Redeemers,0,213.4,0.35353718795638395
10805,Frequent_Non_Redeemers,1,156.0,0.0
10806,Frequent_Non_Redeemers,1,203.7,0.2784888465542194
10807,Frequent_Non_Redeemers,1,88.8,0.0
10808,Frequent_Non_Redeemers,1,165.2,0.28796640554995834
10809,Engaged_Redeemers,0,205.7,0.7616400420589382
10810,Engaged_Redeemers,0,231.8,0.4235337410705432
10811,Engaged_Redeemers,0,47.0,0.6836936662606578
10812,Occasional_Flyers,2,13.0,0.0
10813,Frequent_Non_Redeemers,1,188.9,0.0
10814,Engaged_Redeemers,0,161.2,0.7027191411145517
10817,Frequent_Non_Redeemers,1,174.2,0.2214861264964338
10818,Frequent_Non_Redeemers,1,197.9,0.3108747615031418
10819,Frequent_Non_Redeemers,1,106.5,0.0
10821,Engaged_Redeemers,0,169.0,0.40717804976376193
10822,Engaged_Redeemers,0,82.1,1.0
10823,Occasional_Flyers,2,39.0,0.0
10824,Frequent_Non_Redeemers,1,80.7,0.0
10825,Engaged_Redeemers,0,216.3,0.3722530935768292
10826,Engaged_Redeemers,0,48.0,0.6388162197514715
10827,Frequent_Non_Redeemers,1,244.2,0.06759383990930468
10829,Frequent_Non_Redeemers,1,196.8,0.15123105549416835
10830,Frequent_Non_Redeemers,1,133.2,0.0
10831,Frequent_Non_Redeemers,1,162.9,0.13308153158651856
10832,Engaged_Redeemers,0,214.7,0.5016824407875963
10834,Frequent_Non_Redeemers,1,244.9,0.3148432450071629
10835,Frequent_Non_Redeemers,1,203.4,0.07289979974577163
10836,Engaged_Redeemers,0,177.3,0.5025445958209759
10837,Frequent_Non_Redeemers,1,212.6,0.12026547151703802
10838,Engaged_Redeemers,0,48.0,0.9210174029451138
10839,Frequent_Non_Redeemers,1,151.7,0.19611190667869585
10840,Frequent_Non_Redeemers,1,217.3,0.24045784041416815
10841,Frequent_Non_Redeemers,1,224.3,0.3251296864315636
10843,Frequent_Non_Redeemers,1,234.2,0.26827161499041896
10844,Occasional_Flyers,2,49.0,0.0
10845,Frequent_Non_Redeemers,1,193.2,0.25403972367399125
10846,Frequent_Non_Redeemers,1,182.2,0.3342116170375813
10847,Engaged_Redeemers,0,177.3,0.4016158917074607
10848,Occasional_Flyers,2,9.0,0.0
10849,Frequent_Non_Redeemers,1,174.6,0.23523814558333772
10850,Frequent_Non_Redeemers,1,194.1,0.23745616852384346
10851,Frequent_Non_Redeemers,1,138.9,0.2512748282001994
10852,Engaged_Redeemers,0,335.8,0.542882433657704
10853,Frequent_Non_Redeemers,1,242.8,0.0
10854,Engaged_Redeemers,0,241.2,0.4536097477274527
10855,Engaged_Redeemers,0,163.5,0.48805152692767706
10856,Engaged_Redeemers,0,195.5,0.4661792763860221
10857,Frequent_Non_Redeemers,1,203.8,0.14981153340336706
10859,Frequent_Non_Redeemers,1,191.8,0.19627703533490556
10860,Frequent_Non_Redeemers,1,199.6,0.09965972905444782
10861,Engaged_Redeemers,0,209.3,0.6094524508759297
10862,Engaged_Redeemers,0,269.6,0.4896076541947522
10863,Frequent_Non_Redeemers,1,117.3,0.11584712631417851
10864,Frequent_Non_Redeemers,1,165.0,0.09670805988279611
10865,Frequent_Non_Redeemers,1,100.7,0.2153161373175783
10866,Engaged_Redeemers,0,223.4,0.6871885343713964
10867,Engaged_Redeemers,0,100.7,0.3242993379110133
10868,Engaged_Redeemers,0,203.5,0.39318368904122214
10871,Occasional_Flyers,2,14.0,0.0
10873,Occasional_Flyers,2,55.0,0.27448322602507624
10876,Frequent_Non_Redeemers,1,150.6,0.2646428085868678
10878,Frequent_Non_Redeemers,1,223.6,0.3250653570907929
10879,Occasional_Flyers,2,36.0,0.0
10880,Frequent_Non_Redeemers,1,191.9,0.1825257949677186
10881,Frequent_Non_Redeemers,1,277.0,0.11171924352593333
10882,Frequent_Non_Redeemers,1,181.5,0.0
10883,Engaged_Redeemers,0,64.0,1.0
10884,Engaged_Redeemers,0,160.2,0.3769831427231402
10885,Frequent_Non_Redeemers,1,205.9,0.0
10888,Frequent_Non_Redeemers,1,153.7,0.0
10889,Frequent_Non_Redeemers,1,88.3,0.20437048455372228
10890,Frequent_Non_Redeemers,1,212.2,0.0
10891,Occasional_Flyers,2,16.0,0.0
10892,Engaged_Redeemers,0,143.8,0.673217049063503
10893,Frequent_Non_Redeemers,1,211.6,0.3180927927753125
10894,Frequent_Non_Redeemers,1,196.2,0.0
10895,Engaged_Redeemers,0,152.5,0.5429925971272845
10897,Frequent_Non_Redeemers,1,208.9,0.32379408283969835
10898,Frequent_Non_Redeemers,1,174.2,0.3261253972741433
10899,Engaged_Redeemers,0,197.5,0.3845735092083381
10901,Occasional_Flyers,2,58.0,0.0
10902,Engaged_Redeemers,0,169.1,0.7302276211187956
10903,Occasional_Flyers,2,42.0,0.0
10904,Frequent_Non_Redeemers,1,215.3,0.31273648230748524
10905,Engaged_Redeemers,0,262.3,0.3647199676039228
10906,Frequent_Non_Redeemers,1,203.1,0.28970921130220056
10907,Engaged_Redeemers,0,57.3,0.5123923008980613
10909,Engaged_Redeemers,0,218.3,0.3575144682846537
10910,Occasional_Flyers,2,18.0,0.0
10911,Frequent_Non_Redeemers,1,210.5,0.10338024383688826
10912,Engaged_Redeemers,0,155.4,0.5598661490954353
10913,Engaged_Redeemers,0,247.1,0.45834322931950405
10914,Engaged_Redeemers,0,166.1,0.3340220348773036
10915,Engaged_Redeemers,0,217.4,0.5202618261249624
10916,Frequent_Non_Redeemers,1,237.9,0.12706394530904752
10917,Frequent_Non_Redeemers,1,182.9,0.12777290063665137
10918,Frequent_Non_Redeemers,1,156.4,0.2181697017353421
10919,Frequent_Non_Redeemers,1,245.5,0.1606967218602045
10921,Frequent_Non_Redeemers,1,201.0,0.27184624372818317
10922,Engaged_Redeemers,0,73.0,0.47611989459815546
10923,Occasional_Flyers,2,59.0,0.0
10926,Frequent_Non_Redeemers,1,234.8,0.0
10927,Frequent_Non_Redeemers,1,159.2,0.20034848674603722
10928,Frequent_Non_Redeemers,1,289.4,0.15329382190234794
10929,Engaged_Redeemers,0,144.7,0.660664219762149
10931,Frequent_Non_Redeemers,1,230.7,0.10302647031361976
10932,Engaged_Redeemers,0,214.1,0.3965606108946398
10934,Engaged_Redeemers,0,220.3,0.7451912047102422
10935,Frequent_Non_Redeemers,1,176.8,0.05770651520033717
10936,Frequent_Non_Redeemers,1,178.7,0.2964839043498663
10937,Engaged_Redeemers,0,182.9,1.0
10938,Frequent_Non_Redeemers,1,253.6,0.0
10939,Occasional_Flyers,2,3.0,0.0
10940,Engaged_Redeemers,0,186.1,0.6800655798093529
10941,Frequent_Non_Redeemers,1,186.7,0.08186998152757463
10942,Occasional_Flyers,2,12.0,0.0
10943,Frequent_Non_Redeemers,1,78.0,0.0
10944,Frequent_Non_Redeemers,1,118.1,0.1308516429097386
10946,Engaged_Redeemers,0,151.2,0.36490912181981716
10947,Engaged_Redeemers,0,160.8,0.3350751792726254
10948,Occasional_Flyers,2,33.0,0.0
10949,Engaged_Redeemers,0,236.6,0.5072123698181287
10950,Frequent_Non_Redeemers,1,249.9,0.279923050278735
10951,Engaged_Redeemers,0,75.2,0.5666303203138834
10952,Occasional_Flyers,2,11.0,0.0
10953,Frequent_Non_Redeemers,1,202.5,0.14538176598113853
10954,Frequent_Non_Redeemers,1,221.6,0.18328708230458365
10955,Frequent_Non_Redeemers,1,97.7,0.0
10956,Frequent_Non_Redeemers,1,184.8,0.0
10957,Frequent_Non_Redeemers,1,211.4,0.25059664821761785
10958,Engaged_Redeemers,0,168.6,0.4177410472737186
10959,Occasional_Flyers,2,27.0,0.0
10960,Engaged_Redeemers,0,171.4,0.42782491940897904
10961,Engaged_Redeemers,0,165.6,0.5548279937394194
10962,Frequent_Non_Redeemers,1,221.0,0.12897481854387818
10963,Engaged_Redeemers,0,29.0,1.0
10964,Frequent_Non_Redeemers,1,209.4,0.15032889717255696
10965,Engaged_Redeemers,0,58.0,0.34804213873981316
10966,Engaged_Redeemers,0,126.2,0.49654873363228325
10967,Engaged_Redeemers,0,38.0,0.5897349030236301
10968,Engaged_Redeemers,0,137.5,0.7328815214047851
10969,Occasional_Flyers,2,19.0,0.0
10970,Frequent_Non_Redeemers,1,180.7,0.19779616822962257
10971,Engaged_Redeemers,0,218.6,0.44625210412899424
10972,Engaged_Redeemers,0,128.1,0.5064453713199184
10973,Frequent_Non_Redeemers,1,171.9,0.15662380840275392
10974,Engaged_Redeemers,0,106.4,0.3323836022359444
10975,Frequent_Non_Redeemers,1,189.0,0.32569068587970207
10976,Engaged_Redeemers,0,122.0,0.40706358679070714
10977,Engaged_Redeemers,0,193.9,0.5165525216971514
10978,Engaged_Redeemers,0,54.0,0.76266301606744
10979,Frequent_Non_Redeemers,1,243.6,0.0
10981,Frequent_Non_Redeemers,1,245.0,0.15294685977215072
10982,Engaged_Redeemers,0,171.0,0.7610762814009349
10983,Frequent_Non_Redeemers,1,154.6,0.0
10984,Engaged_Redeemers,0,180.8,0.4471694804582549
10985,Engaged_Redeemers,0,203.0,0.42850427597126817
10986,Engaged_Redeemers,0,146.2,0.3933201944145708
10987,Engaged_Redeemers,0,250.6,0.4763820232833197
10988,Engaged_Redeemers,0,145.8,0.8633264599508691
10991,Frequent_Non_Redeemers,1,136.1,0.17009240164228998
10992,Frequent_Non_Redeemers,1,139.5,0.0
10993,Frequent_Non_Redeemers,1,112.0,0.0
10995,Engaged_Redeemers,0,163.3,0.43420915181992764
10996,Frequent_Non_Redeemers,1,218.3,0.3055176498355456
10997,Frequent_Non_Redeemers,1,200.8,0.0
10999,Engaged_Redeemers,0,148.6,1.0
11001,Frequent_Non_Redeemers,1,193.3,0.3316423591962044
11002,Frequent_Non_Redeemers,1,110.4,0.0
11003,Engaged_Redeemers,0,57.0,0.4034674922600619
11004,Occasional_Flyers,2,19.0,0.7538435546545025
11005,Frequent_Non_Redeemers,1,181.0,0.18393318511320825
11006,Engaged_Redeemers,0,184.1,0.37970916899073126
11007,Engaged_Redeemers,0,281.7,0.6151306796421544
11008,Frequent_Non_Redeemers,1,145.0,0.0
11010,Frequent_Non_Redeemers,1,140.7,0.0
11011,Engaged_Redeemers,0,192.7,0.3582409090728832
11012,Engaged_Redeemers,0,151.4,0.6697681529226168
11013,Occasional_Flyers,2,12.0,0.0
11014,Engaged_Redeemers,0,150.1,0.8883413305667229
11015,Engaged_Redeemers,0,125.6,0.6148091949072839
11016,Frequent_Non_Redeemers,1,139.6,0.26512324463679593
11017,Engaged_Redeemers,0,67.0,0.4054625550660793
11020,Frequent_Non_Redeemers,1,232.2,0.21232847260317703
11021,Frequent_Non_Redeemers,1,285.1,0.0
11022,Frequent_Non_Redeemers,1,186.1,0.0
11023,Occasional_Flyers,2,55.0,0.0
11024,Frequent_Non_Redeemers,1,247.6,0.0
11025,Engaged_Redeemers,0,217.5,0.44206698276680856
11026,Occasional_Flyers,2,22.0,0.0
11027,Engaged_Redeemers,0,222.5,0.3878302723639404
11028,Frequent_Non_Redeemers,1,80.0,0.24951331845591376
11029,Frequent_Non_Redeemers,1,206.2,0.1847996525830828
11030,Engaged_Redeemers,0,193.7,0.49820019079080974
11031,Frequent_Non_Redeemers,1,163.9,0.0
11032,Frequent_Non_Redeemers,1,204.2,0.0
11033,Frequent_Non_Redeemers,1,165.3,0.21610912806774027
11034,Engaged_Redeemers,0,181.3,0.4782944983653366
11035,Engaged_Redeemers,0,149.9,0.4244220356268387
11036,Frequent_Non_Redeemers,1,142.8,0.09889335419722778
11037,Frequent_Non_Redeemers,1,180.7,0.20405229249033063
11038,Occasional_Flyers,2,14.0,0.0
11039,Frequent_Non_Redeemers,1,220.3,0.22788046014323682
11040,Engaged_Redeemers,0,154.8,0.4453065540340338
11041,Frequent_Non_Redeemers,1,124.9,0.0
11042,Frequent_Non_Redeemers,1,219.8,0.1853532783200031
11043,Frequent_Non_Redeemers,1,161.3,0.14089552969476066
11044,Frequent_Non_Redeemers,1,210.3,0.2969469126684137
11045,Engaged_Redeemers,0,220.2,0.5227533716442224
11046,Engaged_Redeemers,0,259.6,0.6791227055068972
11047,Engaged_Redeemers,0,154.1,0.3658362813756242
11048,Engaged_Redeemers,0,274.4,0.40866552706643455
11051,Engaged_Redeemers,0,181.5,0.5989591329564439
11052,Frequent_Non_Redeemers,1,87.7,0.0
11053,Occasional_Flyers,2,57.0,0.0
11054,Frequent_Non_Redeemers,1,119.9,0.0
11055,Frequent_Non_Redeemers,1,172.2,0.273413257814432
11056,Occasional_Flyers,2,10.0,1.0
11057,Engaged_Redeemers,0,243.1,0.6571430425459501
11058,Occasional_Flyers,2,20.0,0.0
11059,Engaged_Redeemers,0,48.0,0.44445796325587056
11060,Engaged_Redeemers,0,275.3,0.4610383698985889
11061,Frequent_Non_Redeemers,1,158.3,0.22551991750315506
11063,Engaged_Redeemers,0,378.5,0.37748246884454917
11065,Engaged_Redeemers,0,265.2,0.6249230228122088
11066,Frequent_Non_Redeemers,1,209.2,0.0
11067,Engaged_Redeemers,0,195.3,0.49596166042007916
11068,Engaged_Redeemers,0,174.3,0.4326201759430003
11069,Engaged_Redeemers,0,248.5,0.36017870314957345
11070,Engaged_Redeemers,0,184.3,0.46082818088526445
11072,Occasional_Flyers,2,24.0,0.0
11073,Frequent_Non_Redeemers,1,194.2,0.23058869894073095
11074,Engaged_Redeemers,0,78.0,0.3155458089668616
11076,Occasional_Flyers,2,9.0,0.0
11077,Engaged_Redeemers,0,177.6,0.5574335703015819
11078,Engaged_Redeemers,0,68.7,0.5215963170175687
11080,Frequent_Non_Redeemers,1,141.3,0.1067379781383453
11081,Engaged_Redeemers,0,241.5,0.4642103302151767
11082,Occasional_Flyers,2,39.0,0.0
11084,Frequent_Non_Redeemers,1,76.5,0.0
11085,Frequent_Non_Redeemers,1,163.6,0.23456231386084886
11086,Frequent_Non_Redeemers,1,216.4,0.21017212813745353
11087,Engaged_Redeemers,0,243.5,0.4478364992893874
11088,Frequent_Non_Redeemers,1,310.2,0.1403037736609909
11089,Frequent_Non_Redeemers,1,148.1,0.0
11090,Engaged_Redeemers,0,209.3,0.43125849631429125
11091,Frequent_Non_Redeemers,1,201.5,0.1136256016675529
11092,Engaged_Redeemers,0,74.0,0.4094305862540785
11093,Frequent_Non_Redeemers,1,183.4,0.3229671052022479
11095,Engaged_Redeemers,0,119.0,0.47234932131062957
11096,Frequent_Non_Redeemers,1,159.6,0.1396488026605922
11097,Frequent_Non_Redeemers,1,174.5,0.3114326580685699
11098,Engaged_Redeemers,0,166.5,0.751538392644875
11100,Engaged_Redeemers,0,229.0,0.3772084767519572
11101,Frequent_Non_Redeemers,1,242.6,0.11205382764662733
11102,Frequent_Non_Redeemers,1,162.5,0.2332756142554805
11103,Occasional_Flyers,2,65.0,0.0
11104,Occasional_Flyers,2,59.0,0.0
11105,Occasional_Flyers,2,55.4,0.0
11106,Engaged_Redeemers,0,168.3,0.813122290843168
11107,Frequent_Non_Redeemers,1,158.4,0.11623637789756512
11108,Frequent_Non_Redeemers,1,137.5,0.08566622084537569
11109,Engaged_Redeemers,0,207.1,0.5484688578562571
11110,Engaged_Redeemers,0,194.9,0.5774546059552109
11111,Engaged_Redeemers,0,80.0,0.31271606793927553
11112,Engaged_Redeemers,0,75.0,0.3686594202898551
11113,Frequent_Non_Redeemers,1,235.3,0.33211171515910565
11114,Frequent_Non_Redeemers,1,245.6,0.0
11115,Frequent_Non_Redeemers,1,193.0,0.0
11117,Occasional_Flyers,2,49.0,0.0
11118,Engaged_Redeemers,0,246.7,0.4459316696855529
11119,Frequent_Non_Redeemers,1,230.8,0.13967968533166547
11120,Frequent_Non_Redeemers,1,151.8,0.0629996712395797
11122,Engaged_Redeemers,0,223.8,0.9867646811244509
11123,Engaged_Redeemers,0,240.6,0.6209305031651875
11125,Frequent_Non_Redeemers,1,145.8,0.0
11126,Frequent_Non_Redeemers,1,155.7,0.09193257295797473
11127,Frequent_Non_Redeemers,1,167.5,0.12112159831095223
11128,Frequent_Non_Redeemers,1,168.0,0.21385165923440685
11130,Frequent_Non_Redeemers,1,165.0,0.2828221059873112
11131,Frequent_Non_Redeemers,1,225.3,0.07735824141271831
11132,Frequent_Non_Redeemers,1,147.2,0.2866497569651465
11133,Frequent_Non_Redeemers,1,181.6,0.23126045607840917
11134,Engaged_Redeemers,0,253.0,0.3785291126182798
11136,Occasional_Flyers,2,1.0,1.0
11137,Frequent_Non_Redeemers,1,241.4,0.2820582523156679
11138,Frequent_Non_Redeemers,1,197.6,0.15929870284365277
11139,Engaged_Redeemers,0,222.5,0.6107073981196947
11140,Frequent_Non_Redeemers,1,215.9,0.12519960960062257
11141,Occasional_Flyers,2,21.0,0.0
11142,Frequent_Non_Redeemers,1,133.4,0.23028514866376698
11143,Frequent_Non_Redeemers,1,163.1,0.20742687650201502
11144,Frequent_Non_Redeemers,1,204.0,0.0
11145,Frequent_Non_Redeemers,1,174.9,0.29026568337430386
11146,Frequent_Non_Redeemers,1,100.2,0.1838113091657291
11147,Frequent_Non_Redeemers,1,415.0,0.0
11148,Frequent_Non_Redeemers,1,134.7,0.1770536285094733
11149,Engaged_Redeemers,0,157.2,0.5298304999143606
11150,Frequent_Non_Redeemers,1,167.5,0.0
11151,Engaged_Redeemers,0,32.0,0.7798572255450511
11153,Engaged_Redeemers,0,215.7,0.4247972664308514
11154,Frequent_Non_Redeemers,1,142.1,0.31527969653258486
11155,Engaged_Redeemers,0,187.4,0.38536258816833435
11156,Frequent_Non_Redeemers,1,214.8,0.21888486726813897
11157,Frequent_Non_Redeemers,1,103.2,0.0
11158,Frequent_Non_Redeemers,1,171.2,0.0
11160,Frequent_Non_Redeemers,1,148.7,0.23024157033550008
11162,Frequent_Non_Redeemers,1,154.0,0.0
11163,Engaged_Redeemers,0,180.2,0.4022950719775753
11164,Frequent_Non_Redeemers,1,117.4,0.0
11165,Engaged_Redeemers,0,239.0,0.45016517041369936
11166,Frequent_Non_Redeemers,1,83.7,0.2460097559406279
11167,Frequent_Non_Redeemers,1,140.6,0.0
11168,Occasional_Flyers,2,31.0,0.0
11169,Frequent_Non_Redeemers,1,172.6,0.10905519355071774
11171,Engaged_Redeemers,0,74.0,0.38616294947655894
11173,Occasional_Flyers,2,3.0,0.0
11175,Occasional_Flyers,2,7.0,0.0
11176,Frequent_Non_Redeemers,1,197.4,0.0
11178,Frequent_Non_Redeemers,1,275.6,0.2457658354456936
11179,Occasional_Flyers,2,53.0,0.0
11181,Engaged_Redeemers,0,202.4,0.5535133508718795
11182,Frequent_Non_Redeemers,1,174.7,0.2226761170182928
11183,Frequent_Non_Redeemers,1,70.3,0.0
11184,Engaged_Redeemers,0,223.8,0.3557506119536918
11185,Frequent_Non_Redeemers,1,147.6,0.07544633540525168
11186,Engaged_Redeemers,0,92.6,0.7580074764802119
11187,Occasional_Flyers,2,32.0,0.0
11188,Frequent_Non_Redeemers,1,265.2,0.0
11189,Engaged_Redeemers,0,171.2,0.5220691762878302
11190,Frequent_Non_Redeemers,1,248.9,0.3230303476681992
11191,Engaged_Redeemers,0,203.3,0.37680942144643004
11193,Frequent_Non_Redeemers,1,180.4,0.24175171439773602
11194,Engaged_Redeemers,0,116.2,1.0
11195,Frequent_Non_Redeemers,1,109.4,0.0
11196,Engaged_Redeemers,0,170.6,1.0
11197,Frequent_Non_Redeemers,1,75.3,0.23096686846619538
11198,Frequent_Non_Redeemers,1,213.9,0.06571915063842389
11199,Engaged_Redeemers,0,167.9,0.3992183071862135
11200,Engaged_Redeemers,0,20.0,0.8736299161831077
11201,Frequent_Non_Redeemers,1,289.1,0.3379441884744854
11202,Frequent_Non_Redeemers,1,196.6,0.16637428585886221
11204,Frequent_Non_Redeemers,1,237.2,0.04613151131161478
11205,Engaged_Redeemers,0,106.2,0.5992787666962678
11206,Occasional_Flyers,2,30.0,0.0
11207,Frequent_Non_Redeemers,1,195.7,0.21353711883671755
11208,Occasional_Flyers,2,2.0,0.0
11209,Frequent_Non_Redeemers,1,179.1,0.15278103220668204
11210,Occasional_Flyers,2,57.0,0.0
11211,Engaged_Redeemers,0,209.0,0.43707820952818693
11212,Frequent_Non_Redeemers,1,195.5,0.1274874335477732
11213,Frequent_Non_Redeemers,1,244.8,0.2212824537700559
11215,Engaged_Redeemers,0,184.8,0.34541600794420724
11216,Frequent_Non_Redeemers,1,165.6,0.3139697237828109
11217,Frequent_Non_Redeemers,1,145.9,0.19032118420267236
11218,Engaged_Redeemers,0,192.4,0.6097687152357276
11219,Frequent_Non_Redeemers,1,179.5,0.11260500873983419
11220,Engaged_Redeemers,0,178.3,0.34615919027643843
11221,Frequent_Non_Redeemers,1,198.7,0.09437311358113558
11224,Frequent_Non_Redeemers,1,221.7,0.08432169677216378
11227,Frequent_Non_Redeemers,1,237.7,0.12929050827145666
11228,Frequent_Non_Redeemers,1,202.2,0.09417278562993654
11229,Frequent_Non_Redeemers,1,173.9,0.0
11230,Engaged_Redeemers,0,129.0,0.839955301316334
11231,Frequent_Non_Redeemers,1,215.6,0.3237524774278793
11236,Frequent_Non_Redeemers,1,205.9,0.32599148207471274
11237,Engaged_Redeemers,0,143.9,0.7552019105456026
11239,Frequent_Non_Redeemers,1,192.5,0.18924497810827398
11240,Frequent_Non_Redeemers,1,189.4,0.25548056918045253
11241,Engaged_Redeemers,0,129.6,0.3836017276941512
11242,Frequent_Non_Redeemers,1,139.0,0.1671313184883646
11243,Frequent_Non_Redeemers,1,168.5,0.08944672775692507
11244,Engaged_Redeemers,0,146.0,0.37204132375574955
11246,Frequent_Non_Redeemers,1,278.7,0.27872803722070477
11247,Frequent_Non_Redeemers,1,126.2,0.1941869824465077
11248,Occasional_Flyers,2,47.0,0.0
11249,Frequent_Non_Redeemers,1,191.4,0.25491787958028755
11250,Frequent_Non_Redeemers,1,181.8,0.17968292077504086
11251,Frequent_Non_Redeemers,1,141.6,0.2761937397919737
11253,Frequent_Non_Redeemers,1,237.4,0.07573199537562954
11254,Engaged_Redeemers,0,220.9,0.3772481424973492
11258,Frequent_Non_Redeemers,1,169.5,0.06990032399118688
11259,Frequent_Non_Redeemers,1,184.3,0.23714895713581868
11263,Engaged_Redeemers,0,62.0,0.38396418396418397
11264,Occasional_Flyers,2,11.0,0.0
11265,Engaged_Redeemers,0,162.0,0.5685794885904943
11266,Frequent_Non_Redeemers,1,120.4,0.29146436902896844
11267,Occasional_Flyers,2,58.0,0.1607544219681423
11268,Frequent_Non_Redeemers,1,193.9,0.13317760488800104
11269,Frequent_Non_Redeemers,1,92.2,0.0
11270,Frequent_Non_Redeemers,1,118.2,0.1911467132907697
11271,Frequent_Non_Redeemers,1,229.3,0.2889874536057676
11272,Engaged_Redeemers,0,207.1,0.49018017993087243
11273,Engaged_Redeemers,0,165.0,0.45443653971330034
11274,Frequent_Non_Redeemers,1,230.8,0.0
11275,Frequent_Non_Redeemers,1,231.2,0.11122286237063783
11276,Frequent_Non_Redeemers,1,248.2,0.115399425585993
11277,Frequent_Non_Redeemers,1,93.0,0.0
11278,Frequent_Non_Redeemers,1,227.5,0.0
11280,Frequent_Non_Redeemers,1,220.5,0.11200747148324831
11281,Engaged_Redeemers,0,253.9,0.3794927030400627
11282,Engaged_Redeemers,0,199.9,0.522158524645691
11283,Engaged_Redeemers,0,206.1,0.6198289196777916
11284,Frequent_Non_Redeemers,1,181.8,0.15936651057227166
11285,Occasional_Flyers,2,25.0,0.0
11286,Engaged_Redeemers,0,194.0,0.38994581848871596
11287,Frequent_Non_Redeemers,1,114.6,0.18146584850897876
11288,Engaged_Redeemers,0,364.6,0.39952006889893665
11289,Frequent_Non_Redeemers,1,202.3,0.30819815870232353
11290,Frequent_Non_Redeemers,1,169.5,0.29145154753465463
11291,Engaged_Redeemers,0,224.1,0.6901084333342924
11292,Frequent_Non_Redeemers,1,194.3,0.22834207181743005
11294,Engaged_Redeemers,0,243.4,0.3654113113973133
11295,Frequent_Non_Redeemers,1,198.7,0.0
11296,Occasional_Flyers,2,13.0,0.0
11297,Frequent_Non_Redeemers,1,228.6,0.23361351090120439
11298,Frequent_Non_Redeemers,1,243.7,0.24068859658480546
11299,Frequent_Non_Redeemers,1,146.9,0.0
11301,Frequent_Non_Redeemers,1,94.9,0.0
11302,Frequent_Non_Redeemers,1,209.6,0.2706471882476356
11303,Engaged_Redeemers,0,199.5,0.42673399065197365
11304,Engaged_Redeemers,0,142.0,1.0
11305,Engaged_Redeemers,0,173.3,0.3911450742506007
11306,Frequent_Non_Redeemers,1,197.7,0.08532099249357084
11307,Frequent_Non_Redeemers,1,204.9,0.24191471253555513
11308,Frequent_Non_Redeemers,1,207.9,0.12643481346484747
11309,Occasional_Flyers,2,4.0,0.0
11310,Frequent_Non_Redeemers,1,148.2,0.0
11311,Frequent_Non_Redeemers,1,245.7,0.22804207241388552
11312,Engaged_Redeemers,0,156.0,0.5242102086231426
11313,Frequent_Non_Redeemers,1,183.0,0.258967826741998
11314,Frequent_Non_Redeemers,1,155.6,0.2982755436366567
11315,Engaged_Redeemers,0,212.1,0.4176425270494721
11316,Engaged_Redeemers,0,117.2,0.524833562626172
11317,Frequent_Non_Redeemers,1,173.7,0.1108846262636125
11318,Frequent_Non_Redeemers,1,255.2,0.1296474335270945
11319,Frequent_Non_Redeemers,1,254.7,0.2846543323586813
11322,Occasional_Flyers,2,51.0,0.0
11324,Engaged_Redeemers,0,263.4,0.5438461030246448
11325,Engaged_Redeemers,0,191.0,0.5051767646989457
11326,Engaged_Redeemers,0,216.7,0.41345404765950355
11327,Engaged_Redeemers,0,167.9,0.42790935764443944
11328,Frequent_Non_Redeemers,1,216.6,0.32794752713376074
11329,Engaged_Redeemers,0,160.6,0.3358854481135912
11330,Occasional_Flyers,2,51.0,0.23232955053167725
11334,Frequent_Non_Redeemers,1,194.9,0.27304974094880957
11335,Occasional_Flyers,2,17.1,0.0
11337,Frequent_Non_Redeemers,1,131.6,0.0
11338,Frequent_Non_Redeemers,1,158.6,0.0
11339,Frequent_Non_Redeemers,1,163.0,0.0
11340,Engaged_Redeemers,0,233.0,0.5375131559164035
11341,Engaged_Redeemers,0,94.0,0.5149038116897081
11342,Frequent_Non_Redeemers,1,134.5,0.07829039474516687
11343,Engaged_Redeemers,0,209.4,0.34706673775701335
11345,Engaged_Redeemers,0,115.9,0.46393928124985995
11346,Frequent_Non_Redeemers,1,226.3,0.0832388218555674
11347,Engaged_Redeemers,0,154.4,0.5035954079958649
11348,Frequent_Non_Redeemers,1,208.7,0.17488088421806344
11349,Engaged_Redeemers,0,188.0,0.8809317998328237
11350,Frequent_Non_Redeemers,1,202.0,0.16989172915065556
